loss,accuracy,precision,recall,f1,experiment
0.9077799781799316,0.6892,0.701556203271258,0.6892,0.6852629417293159,E1
0.9396308338165283,0.6739,0.6812406021164872,0.6739,0.672228297858206,E2
0.15485366094112396,0.9522,0.9523302295663768,0.9522,0.9522253545447551,E3
